ID	Description	geneID	status	celltype	Tissue	dataset	Dataset name
GO:0010883	regulation of lipid storage	PPARG/FTO/FBXW7/ABCA1/ACACB/ITGAV/OSBPL8/ABCG1/CRP	Up	C14_Vascular EC_FLT1	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045444	fat cell differentiation	SOCS1/ZFP36/NR4A2/RGS2/ID2/NR4A1/TNF/METRNL/CCDC85B/DDIT3/ZFP36L2/ADRB2/ZC3H12A/PLAC8/TGFB1/SOD2/CEBPD/FOSL2/XBP1/CEBPB/STK4	Down	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045598	regulation of fat cell differentiation	ZFP36/ID2/TNF/METRNL/CCDC85B/DDIT3/ZFP36L2/ZC3H12A/TGFB1/SOD2/XBP1/CEBPB/STK4	Down	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045600	positive regulation of fat cell differentiation	ZFP36/ID2/METRNL/ZC3H12A/XBP1/CEBPB/STK4	Down	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0006869	lipid transport	EEPD1/ABCC3/CFTR/VPS13B/VMP1/ATP11A/SLCO3A1/GULP1/SREBF2/PRKN/KCNQ1/ITGAV/ATP8B1/VPS13D/ABCD3/PRELID2/SLC27A6/ANO6/VPS54/XKR6/ABCC4/OSBPL9/DENND5B/APOB/LRP6/PLSCR4/LRAT/ATP9A/ABCB1/SPG11/VPS53/SPNS2/UGCG/SLC10A7/ATP9B/PDZD8/VPS13A/SCARB2/OSBPL1A/PLSCR1/ATP11B/ATG2B/PITPNB/CHKA/ACSL1/OSBPL8/ABCA5/ESYT2/PPARD/SPP1/SGPP1/PITPNC1	Up	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045332	phospholipid translocation	VMP1/ATP11A/ATP8B1/ANO6/XKR6/PLSCR4/ATP9A/ABCB1/ATP9B/PLSCR1/ATP11B	Up	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0034204	lipid translocation	VMP1/ATP11A/ATP8B1/ANO6/XKR6/PLSCR4/ATP9A/ABCB1/ATP9B/PLSCR1/ATP11B	Up	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0015914	phospholipid transport	VMP1/ATP11A/ATP8B1/PRELID2/ANO6/XKR6/PLSCR4/ATP9A/ABCB1/ATP9B/SCARB2/PLSCR1/ATP11B/PITPNB/OSBPL8/PITPNC1	Up	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045017	glycerolipid biosynthetic process	NR1H4/PLD1/SYNJ2/LPGAT1/DGKH/PIK3C2G/AGMO/FBXW7/C3/MTMR3/PIK3CB/PI4KA/UVRAG/PTEN/PIK3C2A/PIGN/SH3YL1/PLSCR1/EFR3A/PIP5K1A/LPIN2/LCLAT1/PNPLA3/SLC44A3/ETNK1/CHKA/PLCG2/ACSL1/GK/PCK1	Up	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0019432	triglyceride biosynthetic process	LPGAT1/AGMO/FBXW7/C3/LPIN2/PNPLA3/ACSL1/GK/PCK1	Up	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0097035	regulation of membrane lipid distribution	VMP1/ATP11A/ATP8B1/ANO6/XKR6/PLSCR4/ATP9A/ABCB1/ATP9B/PLSCR1/ATP11B	Up	C12_Cholangiocyte_PTPRK	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045444	fat cell differentiation	ZFP36/ZFP36L2/ID2/NR4A2/METRNL/TGFB1/SOCS1/PLAC8/DDIT3/PSMB8/ZC3H12A/PIM1/XBP1/CCDC85B/RGS2/CEBPD/FOSL2/STK4/CEBPB/SYAP1/ADRB2	Down	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045600	positive regulation of fat cell differentiation	ZFP36/ID2/METRNL/ZC3H12A/PIM1/XBP1/STK4/CEBPB/SYAP1	Down	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045598	regulation of fat cell differentiation	ZFP36/ZFP36L2/ID2/METRNL/TGFB1/DDIT3/ZC3H12A/PIM1/XBP1/CCDC85B/STK4/CEBPB/SYAP1	Down	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045444	fat cell differentiation	ZFPM2/GRK5/STK3/PLCB1/FTO/TRIO/YAP1/RORA/TBL1XR1/RUNX1T1/TCF7L2/FERMT2/ZBTB16/WWTR1/FOXO1/NIPBL/OSBPL8/FAM120B/RREB1/CCDC3/PIAS1/BBS9/ARID5B/STEAP4/JAG1/SMAD3/WDFY2/SMAD6/ZNF516/MAPK14/ASXL1/CTBP2/ERO1A/ATF5	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045332	phospholipid translocation	ABCA1/PLSCR4/ANO6/VMP1/ATP9B/ATP11A/ATP11C/ATP8B1/XKR6/ATP10A	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045599	negative regulation of fat cell differentiation	ZFPM2/TRIO/YAP1/RORA/RUNX1T1/FERMT2/WWTR1/FOXO1/JAG1/SMAD3/ASXL1	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0070542	response to fatty acid	PLCB1/NR1H4/PID1/FOXO3/FOXO1/PIK3CA/IRS1/PDK4/ACSL1/CPS1	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0034204	lipid translocation	ABCA1/PLSCR4/ANO6/VMP1/ATP9B/ATP11A/ATP11C/ATP8B1/XKR6/ATP10A	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0006869	lipid transport	VPS13B/SLCO3A1/ABCA1/PRKN/PLSCR4/OSBPL10/SLC27A6/UGCG/ABCA6/VPS13D/PLA2G5/ANO6/DENND5B/VMP1/VPS54/OSBPL9/PLA2R1/OSBPL8/ATP9B/THBS1/ITGAV/ATP11A/ESYT2/ABCA9/LRP1/OSBPL1A/LIMA1/ABCA8/AGTR1/ABCA10/SLC10A7/PLA2G4A/EEPD1/ABCC4/ATP11C/ATP8B1/VPS13A/PITPNB/ABCD3/XKR6/PRELID2/APOB/ATP10A/ACSL3/ACSL1	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0097035	regulation of membrane lipid distribution	ABCA1/PLSCR4/ANO6/VMP1/ATP9B/ATP11A/ATP11C/ATP8B1/XKR6/ATP10A	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0071825	protein-lipid complex organization	NR1H4/ABCA1/PCSK5/PLA2G5/SNX9/AGTR1/PCSK6/APOB/ACSL3	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0015914	phospholipid transport	ABCA1/PLSCR4/OSBPL10/ANO6/VMP1/OSBPL8/ATP9B/ATP11A/ATP11C/ATP8B1/PITPNB/XKR6/PRELID2/ATP10A	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0045598	regulation of fat cell differentiation	ZFPM2/STK3/FTO/TRIO/YAP1/RORA/RUNX1T1/FERMT2/ZBTB16/WWTR1/FOXO1/RREB1/CCDC3/JAG1/SMAD3/WDFY2/MAPK14/ASXL1	Up	C9_HSC_CCL4	Liver	GSE171668_Liver	Delorey TM et al. (Liver)
GO:0006869	lipid transport	SLC27A6/APOO/ABCA1/PSAP/SFTPA1/ABCC3/NPC2/CAV1	Up	C5_Epithelial_AT2_SFTPC	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0001676	long-chain fatty acid metabolic process	PTGES3/SLC27A6/QKI	Up	C16_CD4 memory_IL7R	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0010875	positive regulation of cholesterol efflux	ABCA1/EEPD1/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0032376	positive regulation of cholesterol transport	ABCA1/EEPD1/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0010887	negative regulation of cholesterol storage	ABCA1/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:1905954	positive regulation of lipid localization	ABCA1/PLIN2/EEPD1/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0010874	regulation of cholesterol efflux	ABCA1/EEPD1/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0010883	regulation of lipid storage	ABCA1/PLIN2/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0010885	regulation of cholesterol storage	ABCA1/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0033344	cholesterol efflux	ABCA1/EEPD1/NR1H3	Up	C4_Monocytes_LSAMP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0035338	long-chain fatty-acyl-CoA biosynthetic process	HSD17B12/ACSL1	Up	C7_Epithelial_Airway_CP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0035336	long-chain fatty-acyl-CoA metabolic process	HSD17B12/ACSL1	Up	C7_Epithelial_Airway_CP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0046949	fatty-acyl-CoA biosynthetic process	HSD17B12/ACSL1	Up	C7_Epithelial_Airway_CP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0000038	very long-chain fatty acid metabolic process	SLC27A6/ACSL1	Up	C7_Epithelial_Airway_CP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0035337	fatty-acyl-CoA metabolic process	HSD17B12/ACSL1	Up	C7_Epithelial_Airway_CP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:1901570	fatty acid derivative biosynthetic process	HSD17B12/ACSL1	Up	C7_Epithelial_Airway_CP	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0019915	lipid storage	HEXA/LPL/PPARG/ABCG1/NRIP1/MSR1/ABHD5	Down	C11_Macrophages_C1QA	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0010885	regulation of cholesterol storage	LPL/PPARG/ABCG1/MSR1	Down	C11_Macrophages_C1QA	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0010878	cholesterol storage	LPL/PPARG/ABCG1/MSR1	Down	C11_Macrophages_C1QA	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0045444	fat cell differentiation	GATA2/ALOX5/PPARD/TRIO/SOX13/ZBTB7A/ASXL2/NIPBL/CTBP2/ERAP1/SORT1/FOXO1/HNRNPU/PIAS1/TCF7L2/SYAP1/TMEM120B/ZBTB16/WDFY2/OSBPL8/CREB1/STK4/RREB1/MAPK14/FOSL2/TGFB1/KLF5/STK3/SMAD3/FTO/RGS2/PLCB1/GRK5/ID2/FAM120B/ZFP36/BBS9/NR4A1/ZNF516/RORA/TBL1XR1/ANKRD26	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0046474	glycerophospholipid biosynthetic process	PIK3C2B/MTMR7/PIK3R3/LPCAT2/CHKA/GPAT3/PLCG2/PIK3CA/PIP4K2A/SLC44A1/PLA2G4A/INPP4B/UVRAG/INPP5D/VAC14/SYNJ2/TTC7B/PIK3R1/LCLAT1/PIK3CB/PIP5K1B/SLC44A2/PIGG/DGKH/ETNK1/AGPAT3/PIGN/PIK3C2A/ABHD3/PTEN/EFR3A/MTMR3/SMG1/FAR1/ATM/PIKFYVE/PI4KA	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0006688	glycosphingolipid biosynthetic process	ST3GAL3/ST8SIA1/B4GALT5/ST8SIA6/FA2H/TM9SF2/ST3GAL1/LARGE1/ST8SIA4/ST6GALNAC3/UGCG	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0006650	glycerophospholipid metabolic process	PIK3C2B/MTMR7/PIK3R3/LPCAT2/PNPLA7/CHKA/GPAT3/PLCG2/PIK3CA/PAFAH1B1/PIP4K2A/SLC44A1/PLA2G4A/INPP4B/UVRAG/INPP5D/VAC14/SYNJ2/TTC7B/PIK3R1/LPGAT1/OSBPL8/INPP5A/LCLAT1/MECP2/PIK3CB/PIP5K1B/SLC44A2/PIGG/DGKH/ETNK1/AGPAT3/PIGN/PLCB1/LDLR/PIK3C2A/ABHD3/PTEN/EFR3A/MTMR3/OSBPL10/GPCPD1/SMG1/FAR1/ATM/PIKFYVE/PI4KA	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0045017	glycerolipid biosynthetic process	PIK3C2B/MTMR7/PIK3R3/LPCAT2/CHKA/GPAT3/PLCG2/PIK3CA/PIP4K2A/SLC44A1/PLA2G4A/INPP4B/UVRAG/INPP5D/VAC14/SYNJ2/TTC7B/PIK3R1/LPGAT1/LCLAT1/PIK3CB/PIP5K1B/SLC44A2/PIGG/DGKH/FBXW7/ETNK1/AGPAT3/PIGN/LDLR/PIK3C2A/ABHD3/PTEN/EFR3A/LPIN2/MTMR3/SMG1/FAR1/ATM/PIKFYVE/PI4KA	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0006687	glycosphingolipid metabolic process	ST3GAL3/KIT/ST8SIA1/B4GALT5/ST8SIA6/GALC/FA2H/SUMF1/TM9SF2/CERK/ST3GAL1/LARGE1/ST8SIA4/ST6GALNAC3/UGCG	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0030148	sphingolipid biosynthetic process	ST3GAL3/ACER3/P2RX1/ST8SIA1/B4GALT5/SPNS2/ST8SIA6/ELOVL5/FA2H/TM9SF2/PPM1L/PLPP1/ST3GAL1/ASAH1/LARGE1/SPTLC1/ST8SIA4/ST6GALNAC3/CERS6/CERS4/UGCG	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0008654	phospholipid biosynthetic process	PIK3C2B/MTMR7/PIK3R3/LPCAT2/CHKA/GPAT3/PLCG2/PIK3CA/PIP4K2A/SLC44A1/PLA2G4A/INPP4B/UVRAG/INPP5D/VAC14/SYNJ2/TTC7B/PIK3R1/LPGAT1/LCLAT1/PIK3CB/PIP5K1B/SLC44A2/PIGG/DGKH/ETNK1/AGPAT3/PIGN/PIK3C2A/ABHD3/PTEN/EFR3A/MTMR3/SPTLC1/SMG1/FAR1/ATM/PIKFYVE/PI4KA	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0045600	positive regulation of fat cell differentiation	PPARD/SOX13/ASXL2/HNRNPU/SYAP1/ZBTB16/WDFY2/CREB1/STK4/RREB1/MAPK14/KLF5/STK3/ID2/ZFP36	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0045598	regulation of fat cell differentiation	GATA2/ALOX5/PPARD/TRIO/SOX13/ASXL2/SORT1/FOXO1/HNRNPU/SYAP1/ZBTB16/WDFY2/CREB1/STK4/RREB1/MAPK14/TGFB1/KLF5/STK3/SMAD3/FTO/ID2/ZFP36/RORA/ANKRD26	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0006665	sphingolipid metabolic process	ST3GAL3/KIT/ACER3/P2RX1/CERT1/ST8SIA1/B4GALT5/SPNS2/ST8SIA6/GALC/ELOVL5/FA2H/SUMF1/TM9SF2/PPM1L/PLPP1/CERK/ST3GAL1/ASAH1/LARGE1/SPTLC1/ST8SIA4/ST6GALNAC3/CERS6/CERS4/UGCG	Down	Unknown	Lung	GSE171668_Lung	Delorey TM et al. (Lung)
GO:0045332	phospholipid translocation	ATP8B1/ANO6/XKR6/ABCC1/ATP9B/ATP8A1/ATP11C/PLSCR1/ABCA1/ATP11B/VMP1	Up	C1_B_Memory_CXCR4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0046474	glycerophospholipid biosynthetic process	PIK3C2B/PLCG2/DGKH/INPP4A/PIP4K2A/PIK3CB/MTMR3/FAR1/PI4KA/PIK3C2A/PIK3CD/AGPAT3/PLSCR1/PIGU/TTC7A/LCLAT1/SMG1/PIP5K1A/PIGL/PTEN/PIK3CA/PIK3C3/PIKFYVE/UVRAG/ATM/DGKD/INPP5D	Up	C1_B_Memory_CXCR4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0034204	lipid translocation	ATP8B1/ANO6/XKR6/ABCC1/ATP9B/ATP8A1/ATP11C/PLSCR1/ABCA1/ATP11B/VMP1	Up	C1_B_Memory_CXCR4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0097035	regulation of membrane lipid distribution	ATP8B1/ANO6/XKR6/ABCC1/ATP9B/ATP8A1/ATP11C/PLSCR1/ABCA1/ATP11B/VMP1	Up	C1_B_Memory_CXCR4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0015914	phospholipid transport	ATP8B1/ANO6/XKR6/PITPNC1/ABCC1/OSBPL10/ATP9B/ATP8A1/ATP11C/PLSCR1/ABCA1/ATP11B/PITPNB/VMP1/OSBPL8	Up	C1_B_Memory_CXCR4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0006650	glycerophospholipid metabolic process	PLCB1/PIK3C2B/PLCG2/DGKH/INPP4A/PIP4K2A/OSBPL10/PIK3CB/ENPP2/MTMR3/FAR1/PI4KA/PIK3C2A/PIK3CD/AGPAT3/PLSCR1/PIGU/TTC7A/PAFAH1B1/LCLAT1/SMG1/PIP5K1A/PIGL/PTEN/GPCPD1/PIK3CA/PIK3C3/PIKFYVE/UVRAG/OSBPL8/ATM/DGKD/INPP5D	Up	C1_B_Memory_CXCR4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0008654	phospholipid biosynthetic process	PIK3C2B/PLCG2/DGKH/INPP4A/PIP4K2A/SGMS1/PIK3CB/MTMR3/FAR1/PI4KA/PIK3C2A/PIK3CD/AGPAT3/PLSCR1/PIGU/TTC7A/LCLAT1/SMG1/PIP5K1A/PIGL/PTEN/PIK3CA/SPTLC2/PIK3C3/PIKFYVE/UVRAG/ATM/DGKD/INPP5D	Up	C1_B_Memory_CXCR4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0046474	glycerophospholipid biosynthetic process	PLCG2/ATM/PIK3CD/PIP4K2A/PI4KA/INPP4B/SMG1/ITPKB/INPP4A/MTM1/INPP5D/PIK3CB/PIK3CA/PIKFYVE/PIP5K1A/MTMR3/PIK3C3/LCLAT1/EFR3A/PIK3C2A/AGPAT3/SLC44A2/PGS1/SACM1L/PIGL	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0008654	phospholipid biosynthetic process	PLCG2/ATM/PIK3CD/PIP4K2A/PI4KA/INPP4B/SMG1/ITPKB/INPP4A/MTM1/INPP5D/PIK3CB/SERINC5/PIK3CA/SGMS1/PIKFYVE/PIP5K1A/MTMR3/PIK3C3/LCLAT1/SAMD8/EFR3A/PIK3C2A/AGPAT3/SLC44A2/PGS1/SACM1L/PIGL	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0045332	phospholipid translocation	ATP10A/ATP11B/XKR6/ABCC1/ATP9B/ATP8A1/ABCA7/ATP11C/ANO6/ATP11A/ATP8B2	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0045017	glycerolipid biosynthetic process	PLCG2/ATM/PIK3CD/PIP4K2A/PI4KA/INPP4B/SMG1/ITPKB/INPP4A/MTM1/INPP5D/PIK3CB/PIK3CA/PIKFYVE/PIP5K1A/MTMR3/PIK3C3/LCLAT1/EFR3A/PIK3C2A/AGPAT3/SLC44A2/FBXW7/PGS1/SACM1L/PIGL/SIRT1	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0034204	lipid translocation	ATP10A/ATP11B/XKR6/ABCC1/ATP9B/ATP8A1/ABCA7/ATP11C/ANO6/ATP11A/ATP8B2	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0097035	regulation of membrane lipid distribution	ATP10A/ATP11B/XKR6/ABCC1/ATP9B/ATP8A1/ABCA7/ATP11C/ANO6/ATP11A/ATP8B2	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0046486	glycerolipid metabolic process	PLCG2/ATM/PIK3CD/PIP4K2A/PI4KA/INPP4B/PLCB1/SMG1/ITPKB/INPP4A/MTM1/INPP5D/PIK3CB/SERINC5/LMF1/PIK3CA/TBL1XR1/PIKFYVE/PIP5K1A/MTMR3/PIK3C3/CPT1A/PAFAH1B1/LCLAT1/EFR3A/PIK3C2A/AGPAT3/SORL1/SLC44A2/FBXW7/PGS1/SACM1L/PIGL/SIRT1	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0006650	glycerophospholipid metabolic process	PLCG2/ATM/PIK3CD/PIP4K2A/PI4KA/INPP4B/PLCB1/SMG1/ITPKB/INPP4A/MTM1/INPP5D/PIK3CB/SERINC5/PIK3CA/PIKFYVE/PIP5K1A/MTMR3/PIK3C3/PAFAH1B1/LCLAT1/EFR3A/PIK3C2A/AGPAT3/SLC44A2/PGS1/SACM1L/PIGL	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0006644	phospholipid metabolic process	PLCG2/ATM/PIK3CD/PIP4K2A/PI4KA/INPP4B/PLCB1/SMG1/ITPKB/INPP4A/MTM1/INPP5D/PIK3CB/SERINC5/PIK3CA/SGMS1/PIKFYVE/PIP5K1A/MTMR3/PIK3C3/PAFAH1B1/LCLAT1/SAMD8/EFR3A/PIK3C2A/AGPAT3/SLC44A2/PGS1/SACM1L/PIGL	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0019216	regulation of lipid metabolic process	PLCG2/PDE3B/OGT/RNF213/AMBRA1/ZBTB20/WASHC1/UBR4/KAT2B/RPTOR/NCOA2/PRKAG2/PIBF1/IGF1R/STAT5B/TBL1XR1/ABCA7/MTMR3/SREBF2/CPT1A/PDK3/SAMD8/DCAF5/ABCD2/SORL1/FBXW7/TTC39B/SIRT1	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0015914	phospholipid transport	PITPNC1/ATP10A/ATP11B/XKR6/ABCC1/ATP9B/ATP8A1/ABCA7/ATP11C/ANO6/ATP11A/ATP8B2	Up	C6_CD4_Tm_IL7R	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0046474	glycerophospholipid biosynthetic process	PLCG2/PIP4K2A/ATM/INPP5D/INPP4A/DGKD/SMG1/PIK3CD/SACM1L/MTMR3/ITPKB/PI4KA/AGPAT4/ETNK1/PIP5K1A/LPCAT1/PIK3C2A/AGPAT3/INPP4B/PIK3CB/PITPNM2/LPIN1/PIK3C3/ABHD3/SLC44A2/PTEN	Up	C8_CD8_Tn_GZMK	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0006650	glycerophospholipid metabolic process	PLCG2/PIP4K2A/ATM/PLCB1/INPP5D/INPP4A/DGKD/SMG1/PIK3CD/OSBPL5/SACM1L/MTMR3/ITPKB/PI4KA/AGPAT4/LIPC/ETNK1/PIP5K1A/LPCAT1/PIK3C2A/AGPAT3/INPP4B/PIK3CB/PITPNM2/INPP5B/LPIN1/GPCPD1/PIK3C3/ABHD3/OSBPL8/PAFAH1B1/SLC44A2/PTEN	Up	C8_CD8_Tn_GZMK	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0046486	glycerolipid metabolic process	PLCG2/PIP4K2A/ATM/PLCB1/INPP5D/INPP4A/TBL1XR1/DGKD/SMG1/PIK3CD/FBXW7/SORL1/OSBPL5/SACM1L/LPIN2/MTMR3/ITPKB/GK5/ABHD2/PI4KA/AGPAT4/LIPC/ETNK1/PIP5K1A/LPCAT1/PIK3C2A/AGPAT3/INPP4B/PIK3CB/PITPNM2/AGK/INPP5B/LPIN1/GPCPD1/PIK3C3/ABHD3/OSBPL8/PAFAH1B1/SLC44A2/PTEN	Up	C8_CD8_Tn_GZMK	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0008654	phospholipid biosynthetic process	PLCG2/PIP4K2A/ATM/INPP5D/INPP4A/SGMS1/DGKD/SMG1/PIK3CD/SPTLC2/SACM1L/MTMR3/ITPKB/PI4KA/AGPAT4/ETNK1/PIP5K1A/LPCAT1/PIK3C2A/AGPAT3/INPP4B/SPTLC1/PIK3CB/PITPNM2/LPIN1/PIK3C3/ABHD3/SLC44A2/PTEN	Up	C8_CD8_Tn_GZMK	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0045017	glycerolipid biosynthetic process	PLCG2/PIP4K2A/ATM/INPP5D/INPP4A/DGKD/SMG1/PIK3CD/FBXW7/SACM1L/LPIN2/MTMR3/ITPKB/PI4KA/AGPAT4/ETNK1/PIP5K1A/LPCAT1/PIK3C2A/AGPAT3/INPP4B/PIK3CB/PITPNM2/LPIN1/PIK3C3/ABHD3/SLC44A2/PTEN	Up	C8_CD8_Tn_GZMK	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0006644	phospholipid metabolic process	PLCG2/PIP4K2A/ATM/PLCB1/INPP5D/INPP4A/SGMS1/DGKD/SMG1/PIK3CD/SPTLC2/OSBPL5/SACM1L/MTMR3/ITPKB/PI4KA/AGPAT4/LIPC/ETNK1/PIP5K1A/LPCAT1/PIK3C2A/AGPAT3/INPP4B/SPTLC1/PIK3CB/PITPNM2/INPP5B/LPIN1/GPCPD1/PIK3C3/ABHD3/OSBPL8/PAFAH1B1/SLC44A2/PTEN	Up	C8_CD8_Tn_GZMK	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/FABP5/ANXA1	Down	C8_CD8_Tn_GZMK	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0046474	glycerophospholipid biosynthetic process	PLCG2/INPP4A/SMG1/SELENOI/PIK3CB/PIP5K1A/DGKH/PIP4K2A/PI4KA/DGKD/AGPAT3/PTEN/MTMR3/TTC7A/EFR3A/SLC44A1/ETNK1/FAR1/LPIN1/ABHD3	Up	C4_B_pDC_IRF4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
GO:0045332	phospholipid translocation	XKR6/ATP8A1/ABCC1/VMP1/ATP9B/ATP11B/ATP11C/ANO6	Up	C4_B_pDC_IRF4	Lymph node	GSE171668_LymphNode	Delorey TM et al. (Lymph node)
